# -------------------------------------------------------------------------------------------------------------
# combo_item_name			food1					rotation1			food2				rotation2
#													(as quaterion)							(as quaterion)
#													x,y,z,w notation						x,y,z,w notation
#
#	WHEN ADDING NEW ITEMS, DON'T FORGET TO UPDATE MAX_COMBOSTATION_JUICES_SUPPORTED

UntouchableJuice,		Bacon,	0,0,0,1,	Hamburger,	0,0,0,1,
NectarJuice,		Bacon,	0,0,0,1,	LargeSoda,	0,0,0,1,
NectarJuice,		Bacon,	0,0,0,1,	Lobster,	0,0,0,1,
SpitfireJuice,		Bacon,	0,0,0,1,	HotDog,	0,0,0,1,
QuickStepJuice,		Bacon,	0,0,0,1,	IceCream,	0,0,0,1,
SpitfireJuice,		Bacon,	0,0,0,1,	OnionRing,	0,0,0,1,
SpitfireJuice,		Bacon,	0,0,0,1,	OrangeJuice,	0,0,0,1,
RepulseJuice,		Bacon,	0,0,0,1,	Mayonnaise,	0,0,0,1,
NectarJuice,		Bacon,	0,0,0,1,	Melon,	0,0,0,1,
UntouchableJuice,		Bacon,	0,0,0,1,	Milk,	0,0,0,1,
ZombaitJuice,		Bacon,	0,0,0,1,	Pasta,	0,0,0,1,
QuickStepJuice,		Bacon,	0,0,0,1,	Pie,	0,0,0,1,
NectarJuice,		Bacon,	0,0,0,1,	Pineapple,	0,0,0,1,
UntouchableJuice,		Bacon,	0,0,0,1,	Pizza,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	Steak,	0,0,0,1,
UntouchableJuice,		Bacon,	0,0,0,1,	Snack,	0,0,0,1,
UntouchableJuice,		Bacon,	0,0,0,1,	Sushi,	0,0,0,1,
RepulseJuice,		Bacon,	0,0,0,1,	Taco,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	Vodka,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	Whiskey,	0,0,0,1,
QuickStepJuice,		Bacon,	0,0,0,1,	Wine,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledBacon,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledBBQChicken,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledBBQRibs,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledFish,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledLobster,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledHamburger,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledHotDog,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledSteak,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	SpoiledSushi,	0,0,0,1,
EnergizerJuice,		Bacon,	0,0,0,1,	EnergizerJuice,	0,0,0,1,
NectarJuice,		Bacon,	0,0,0,1,	NectarJuice,	0,0,0,1,
QuickStepJuice,		Bacon,	0,0,0,1,	QuickStepJuice,	0,0,0,1,
RandomizerJuice,		Bacon,	0,0,0,1,	RandomizerJuice,	0,0,0,1,
SpitfireJuice,		Bacon,	0,0,0,1,	SpitfireJuice,	0,0,0,1,
UntouchableJuice,		Bacon,	0,0,0,1,	UntouchableJuice,	0,0,0,1,
ZombaitJuice,		Bacon,	0,0,0,1,	ZombaitJuice,	0,0,0,1,
PainKillerJuice,		Bacon,	0,0,0,1,	PainKillerJuice,	0,0,0,1,
RepulseJuice,		Bacon,	0,0,0,1,	RepulseJuice,	0,0,0,1,
EnergizerJuice,		BakedPotato,	0,0,0,1,	BakedPotato,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	BBQChicken,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	BBQRibs,	0,0,0,1,
RepulseJuice,		BakedPotato,	0,0,0,1,	Beans,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	Beer,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	Brownie,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	Burrito,	0,0,0,1,
ZombaitJuice,		BakedPotato,	0,0,0,1,	Cake,	0,0,0,1,
ZombaitJuice,		BakedPotato,	0,0,0,1,	Jellybeans,	0,0,0,1,
RepulseJuice,		BakedPotato,	0,0,0,1,	Chili,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	DrinkCocktail,	0,0,0,1,
QuickStepJuice,		BakedPotato,	0,0,0,1,	Coffee,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	Condiment,	0,0,0,1,
ZombaitJuice,		BakedPotato,	0,0,0,1,	Cookies,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	CookingOil,	0,0,0,1,
QuickStepJuice,		BakedPotato,	0,0,0,1,	CoffeeCreamer,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	Donuts,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	Fish,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	Fries,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	Hamburger,	0,0,0,1,
NectarJuice,		BakedPotato,	0,0,0,1,	LargeSoda,	0,0,0,1,
NectarJuice,		BakedPotato,	0,0,0,1,	Lobster,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	HotDog,	0,0,0,1,
QuickStepJuice,		BakedPotato,	0,0,0,1,	IceCream,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	OnionRing,	0,0,0,1,
EnergizerJuice,		BakedPotato,	0,0,0,1,	OrangeJuice,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	Mayonnaise,	0,0,0,1,
NectarJuice,		BakedPotato,	0,0,0,1,	Melon,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	Milk,	0,0,0,1,
ZombaitJuice,		BakedPotato,	0,0,0,1,	Pasta,	0,0,0,1,
QuickStepJuice,		BakedPotato,	0,0,0,1,	Pie,	0,0,0,1,
EnergizerJuice,		BakedPotato,	0,0,0,1,	Pineapple,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	Pizza,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	Steak,	0,0,0,1,
NectarJuice,		BakedPotato,	0,0,0,1,	Snack,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	Sushi,	0,0,0,1,
RepulseJuice,		BakedPotato,	0,0,0,1,	Taco,	0,0,0,1,
PainKillerJuice,		BakedPotato,	0,0,0,1,	Vodka,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	Whiskey,	0,0,0,1,
QuickStepJuice,		BakedPotato,	0,0,0,1,	Wine,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledBacon,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledBBQChicken,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledBBQRibs,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledFish,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledLobster,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledHamburger,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledHotDog,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledSteak,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	SpoiledSushi,	0,0,0,1,
EnergizerJuice,		BakedPotato,	0,0,0,1,	EnergizerJuice,	0,0,0,1,
NectarJuice,		BakedPotato,	0,0,0,1,	NectarJuice,	0,0,0,1,
QuickStepJuice,		BakedPotato,	0,0,0,1,	QuickStepJuice,	0,0,0,1,
RandomizerJuice,		BakedPotato,	0,0,0,1,	RandomizerJuice,	0,0,0,1,
SpitfireJuice,		BakedPotato,	0,0,0,1,	SpitfireJuice,	0,0,0,1,
UntouchableJuice,		BakedPotato,	0,0,0,1,	UntouchableJuice,	0,0,0,1,
ZombaitJuice,		BakedPotato,	0,0,0,1,	ZombaitJuice,	0,0,0,1,
PainKillerJuice,		BakedPotato,	0,0,0,1,	PainKillerJuice,	0,0,0,1,
RepulseJuice,		BakedPotato,	0,0,0,1,	RepulseJuice,	0,0,0,1,
EnergizerJuice,		BBQChicken,	0,0,0,1,	BBQChicken,	0,0,0,1,
PainKillerJuice,		BBQChicken,	0,0,0,1,	BBQRibs,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Beans,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	Beer,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Brownie,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Burrito,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Cake,	0,0,0,1,
ZombaitJuice,		BBQChicken,	0,0,0,1,	Jellybeans,	0,0,0,1,
RepulseJuice,		BBQChicken,	0,0,0,1,	Chili,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	DrinkCocktail,	0,0,0,1,
QuickStepJuice,		BBQChicken,	0,0,0,1,	Coffee,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	Condiment,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Cookies,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	CookingOil,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	CoffeeCreamer,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	Donuts,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	Fish,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Fries,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Hamburger,	0,0,0,1,
NectarJuice,		BBQChicken,	0,0,0,1,	LargeSoda,	0,0,0,1,
PainKillerJuice,		BBQChicken,	0,0,0,1,	Lobster,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	HotDog,	0,0,0,1,
QuickStepJuice,		BBQChicken,	0,0,0,1,	IceCream,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	OnionRing,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	OrangeJuice,	0,0,0,1,
EnergizerJuice,		BBQChicken,	0,0,0,1,	Mayonnaise,	0,0,0,1,
NectarJuice,		BBQChicken,	0,0,0,1,	Melon,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Milk,	0,0,0,1,
ZombaitJuice,		BBQChicken,	0,0,0,1,	Pasta,	0,0,0,1,
QuickStepJuice,		BBQChicken,	0,0,0,1,	Pie,	0,0,0,1,
EnergizerJuice,		BBQChicken,	0,0,0,1,	Pineapple,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Pizza,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	Steak,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Snack,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	Sushi,	0,0,0,1,
RepulseJuice,		BBQChicken,	0,0,0,1,	Taco,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	Vodka,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	Whiskey,	0,0,0,1,
QuickStepJuice,		BBQChicken,	0,0,0,1,	Wine,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledBacon,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledBBQChicken,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledBBQRibs,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledFish,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledLobster,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledHamburger,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledHotDog,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledSteak,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	SpoiledSushi,	0,0,0,1,
EnergizerJuice,		BBQChicken,	0,0,0,1,	EnergizerJuice,	0,0,0,1,
NectarJuice,		BBQChicken,	0,0,0,1,	NectarJuice,	0,0,0,1,
QuickStepJuice,		BBQChicken,	0,0,0,1,	QuickStepJuice,	0,0,0,1,
RandomizerJuice,		BBQChicken,	0,0,0,1,	RandomizerJuice,	0,0,0,1,
SpitfireJuice,		BBQChicken,	0,0,0,1,	SpitfireJuice,	0,0,0,1,
UntouchableJuice,		BBQChicken,	0,0,0,1,	UntouchableJuice,	0,0,0,1,
ZombaitJuice,		BBQChicken,	0,0,0,1,	ZombaitJuice,	0,0,0,1,
PainKillerJuice,		BBQChicken,	0,0,0,1,	PainKillerJuice,	0,0,0,1,
RepulseJuice,		BBQChicken,	0,0,0,1,	RepulseJuice,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	BBQRibs,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Beans,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	Beer,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Brownie,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Burrito,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Cake,	0,0,0,1,
ZombaitJuice,		BBQRibs,	0,0,0,1,	Jellybeans,	0,0,0,1,
RepulseJuice,		BBQRibs,	0,0,0,1,	Chili,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	DrinkCocktail,	0,0,0,1,
QuickStepJuice,		BBQRibs,	0,0,0,1,	Coffee,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	Condiment,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Cookies,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	CookingOil,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	CoffeeCreamer,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	Donuts,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	Fish,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Fries,	0,0,0,1,
PainKillerJuice,		BBQRibs,	0,0,0,1,	Hamburger,	0,0,0,1,
NectarJuice,		BBQRibs,	0,0,0,1,	LargeSoda,	0,0,0,1,
PainKillerJuice,		BBQRibs,	0,0,0,1,	Lobster,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	HotDog,	0,0,0,1,
QuickStepJuice,		BBQRibs,	0,0,0,1,	IceCream,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	OnionRing,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	OrangeJuice,	0,0,0,1,
EnergizerJuice,		BBQRibs,	0,0,0,1,	Mayonnaise,	0,0,0,1,
NectarJuice,		BBQRibs,	0,0,0,1,	Melon,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	Milk,	0,0,0,1,
ZombaitJuice,		BBQRibs,	0,0,0,1,	Pasta,	0,0,0,1,
QuickStepJuice,		BBQRibs,	0,0,0,1,	Pie,	0,0,0,1,
EnergizerJuice,		BBQRibs,	0,0,0,1,	Pineapple,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Pizza,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	Steak,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Snack,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	Sushi,	0,0,0,1,
RepulseJuice,		BBQRibs,	0,0,0,1,	Taco,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	Vodka,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	Whiskey,	0,0,0,1,
QuickStepJuice,		BBQRibs,	0,0,0,1,	Wine,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledBacon,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledBBQChicken,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledBBQRibs,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledFish,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledLobster,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledHamburger,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledHotDog,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledSteak,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	SpoiledSushi,	0,0,0,1,
EnergizerJuice,		BBQRibs,	0,0,0,1,	EnergizerJuice,	0,0,0,1,
NectarJuice,		BBQRibs,	0,0,0,1,	NectarJuice,	0,0,0,1,
QuickStepJuice,		BBQRibs,	0,0,0,1,	QuickStepJuice,	0,0,0,1,
RandomizerJuice,		BBQRibs,	0,0,0,1,	RandomizerJuice,	0,0,0,1,
SpitfireJuice,		BBQRibs,	0,0,0,1,	SpitfireJuice,	0,0,0,1,
UntouchableJuice,		BBQRibs,	0,0,0,1,	UntouchableJuice,	0,0,0,1,
ZombaitJuice,		BBQRibs,	0,0,0,1,	ZombaitJuice,	0,0,0,1,
PainKillerJuice,		BBQRibs,	0,0,0,1,	PainKillerJuice,	0,0,0,1,
RepulseJuice,		BBQRibs,	0,0,0,1,	RepulseJuice,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Beans,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Beer,	0,0,0,1,
UntouchableJuice,		Beans,	0,0,0,1,	Brownie,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Burrito,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Cake,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Jellybeans,	0,0,0,1,
SpitfireJuice,		Beans,	0,0,0,1,	Chili,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	DrinkCocktail,	0,0,0,1,
SpitfireJuice,		Beans,	0,0,0,1,	Coffee,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Condiment,	0,0,0,1,
RandomizerJuice,		Beans,	0,0,0,1,	Cookies,	0,0,0,1,
RandomizerJuice,		Beans,	0,0,0,1,	CookingOil,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	CoffeeCreamer,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Donuts,	0,0,0,1,
RandomizerJuice,		Beans,	0,0,0,1,	Fish,	0,0,0,1,
UntouchableJuice,		Beans,	0,0,0,1,	Fries,	0,0,0,1,
UntouchableJuice,		Beans,	0,0,0,1,	Hamburger,	0,0,0,1,
NectarJuice,		Beans,	0,0,0,1,	LargeSoda,	0,0,0,1,
EnergizerJuice,		Beans,	0,0,0,1,	Lobster,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	HotDog,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	IceCream,	0,0,0,1,
SpitfireJuice,		Beans,	0,0,0,1,	OnionRing,	0,0,0,1,
NectarJuice,		Beans,	0,0,0,1,	OrangeJuice,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Mayonnaise,	0,0,0,1,
NectarJuice,		Beans,	0,0,0,1,	Melon,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Milk,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Pasta,	0,0,0,1,
UntouchableJuice,		Beans,	0,0,0,1,	Pie,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Pineapple,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Pizza,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Steak,	0,0,0,1,
ZombaitJuice,		Beans,	0,0,0,1,	Snack,	0,0,0,1,
RandomizerJuice,		Beans,	0,0,0,1,	Sushi,	0,0,0,1,
UntouchableJuice,		Beans,	0,0,0,1,	Taco,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Vodka,	0,0,0,1,
RepulseJuice,		Beans,	0,0,0,1,	Whiskey,	0,0,0,1,
QuickStepJuice,		Beans,	0,0,0,1,	Wine,	0,0,0,1,
